activity_id,customer_id,month,login_count,session_minutes,invoices_created,reports_generated,active_users,features_used
ACT0042729,CUST02352,2025-02-01,27,532,58,7,2,2
ACT0042730,CUST02352,2025-03-01,9,350,36,9,5,4
ACT0042731,CUST02352,2025-04-01,24,632,51,6,5,5
ACT0042732,CUST02352,2025-05-01,20,429,44,9,6,4
ACT0042733,CUST02352,2025-06-01,16,504,37,7,2,5
ACT0042734,CUST02352,2025-07-01,35,448,25,6,5,4
ACT0042735,CUST02352,2025-08-01,19,386,16,3,1,4
ACT0042736,CUST02352,2025-09-01,19,513,49,10,4,7
ACT0042737,CUST02352,2025-10-01,14,467,44,7,3,3
ACT0042738,CUST02352,2025-11-01,24,325,34,10,5,5
ACT0042739,CUST02352,2025-12-01,27,488,21,5,4,3
ACT0042740,CUST02352,2026-01-01,28,761,59,3,6,1
ACT0042741,CUST02352,2026-02-01,11,272,17,3,8,4
ACT0042742,CUST02352,2026-03-01,20,597,49,11,6,2
ACT0042743,CUST02352,2026-04-01,17,155,25,3,4,2
ACT0042744,CUST02352,2026-05-01,14,349,26,7,3,2
ACT0042745,CUST02352,2026-06-01,24,502,63,9,5,4
ACT0042746,CUST02352,2026-07-01,28,348,41,7,2,5
ACT0042747,CUST02352,2026-08-01,23,828,56,6,3,5
ACT0042748,CUST02352,2026-09-01,25,429,33,5,4,3
ACT0042749,CUST02353,2024-05-01,27,675,43,5,5,6
ACT0042750,CUST02353,2024-06-01,20,697,42,8,2,5
ACT0042751,CUST02353,2024-07-01,20,364,35,8,6,5
ACT0042752,CUST02353,2024-08-01,15,552,60,0,4,5
ACT0042753,CUST02353,2024-09-01,15,790,33,9,5,6
ACT0042754,CUST02353,2024-10-01,18,364,38,4,4,4
ACT0042755,CUST02353,2024-11-01,24,642,18,8,2,7
ACT0042756,CUST02353,2024-12-01,13,552,21,4,3,5
ACT0042757,CUST02353,2025-01-01,28,512,25,7,3,4
ACT0042758,CUST02353,2025-02-01,28,586,8,9,3,3
ACT0042759,CUST02353,2025-03-01,30,550,39,9,3,5
ACT0042760,CUST02353,2025-04-01,21,477,55,3,7,3
ACT0042761,CUST02353,2025-05-01,22,194,39,9,2,6
ACT0042762,CUST02353,2025-06-01,18,595,9,8,2,5
ACT0042763,CUST02353,2025-07-01,27,461,17,4,7,4
ACT0042764,CUST02353,2025-08-01,19,547,24,11,2,3
ACT0042765,CUST02353,2025-09-01,23,504,41,13,2,4
ACT0042766,CUST02353,2025-10-01,16,258,35,13,1,5
ACT0042767,CUST02353,2025-11-01,17,646,36,4,2,3
ACT0042768,CUST02353,2025-12-01,24,553,36,11,2,5
ACT0042769,CUST02353,2026-01-01,19,798,28,8,4,3
ACT0042770,CUST02353,2026-02-01,21,436,51,4,1,4
ACT0042771,CUST02353,2026-03-01,19,578,24,6,6,5
ACT0042772,CUST02353,2026-04-01,26,466,32,5,2,5
ACT0042773,CUST02353,2026-05-01,17,731,31,6,4,3
ACT0042774,CUST02353,2026-06-01,33,296,62,3,6,3
ACT0042775,CUST02353,2026-07-01,26,674,28,5,5,3
ACT0042776,CUST02353,2026-08-01,25,506,24,4,2,6
ACT0042777,CUST02353,2026-09-01,26,459,41,2,6,3
ACT0042778,CUST02354,2025-08-01,29,328,30,5,3,6
ACT0042779,CUST02354,2025-09-01,20,551,29,0,5,6
ACT0042780,CUST02354,2025-10-01,13,296,30,5,4,5
ACT0042781,CUST02354,2025-11-01,16,280,24,7,3,4
ACT0042782,CUST02354,2025-12-01,14,242,22,4,1,3
ACT0042783,CUST02354,2026-01-01,6,344,20,6,4,3
ACT0042784,CUST02354,2026-02-01,16,320,14,3,5,5
ACT0042785,CUST02354,2026-03-01,10,262,14,2,2,8
ACT0042786,CUST02354,2026-04-01,5,228,17,2,5,3
ACT0042787,CUST02354,2026-05-01,6,111,12,2,4,5
ACT0042788,CUST02354,2026-06-01,4,122,4,0,9,7
ACT0042789,CUST02354,2026-07-01,2,90,6,1,3,3
ACT0042790,CUST02354,2026-08-01,5,66,4,0,1,3
ACT0042791,CUST02354,2026-09-01,3,109,1,0,1,6
ACT0042792,CUST02355,2026-03-01,22,273,25,11,3,3
ACT0042793,CUST02355,2026-04-01,19,574,24,7,5,1
ACT0042794,CUST02355,2026-05-01,18,429,41,7,1,4
ACT0042795,CUST02355,2026-06-01,17,570,27,8,5,5
ACT0042796,CUST02355,2026-07-01,12,502,44,9,4,3
ACT0042797,CUST02355,2026-08-01,26,469,30,6,3,4
ACT0042798,CUST02355,2026-09-01,19,203,19,7,2,4
ACT0042799,CUST02356,2026-01-01,17,526,25,11,4,4
ACT0042800,CUST02356,2026-02-01,25,540,16,8,4,2
ACT0042801,CUST02356,2026-03-01,21,541,30,8,3,8
ACT0042802,CUST02356,2026-04-01,19,389,36,6,1,6
ACT0042803,CUST02356,2026-05-01,10,377,42,10,3,5
ACT0042804,CUST02356,2026-06-01,24,251,54,6,1,5
ACT0042805,CUST02356,2026-07-01,22,589,51,9,1,3
ACT0042806,CUST02356,2026-08-01,16,486,25,7,1,2
ACT0042807,CUST02356,2026-09-01,18,447,39,6,6,2
ACT0042808,CUST02357,2024-06-01,14,551,42,7,3,5
ACT0042809,CUST02357,2024-07-01,14,581,45,4,2,5
ACT0042810,CUST02357,2024-08-01,20,318,44,8,7,3
ACT0042811,CUST02357,2024-09-01,10,474,26,9,1,5
ACT0042812,CUST02357,2024-10-01,15,669,20,9,3,5
ACT0042813,CUST02357,2024-11-01,19,475,35,6,6,2
ACT0042814,CUST02357,2024-12-01,10,486,23,8,6,6
ACT0042815,CUST02357,2025-01-01,14,541,42,5,3,2
ACT0042816,CUST02357,2025-02-01,14,551,36,11,5,6
ACT0042817,CUST02357,2025-03-01,13,448,34,7,2,9
ACT0042818,CUST02357,2025-04-01,15,502,40,4,3,4
ACT0042819,CUST02357,2025-05-01,2,595,61,8,4,6
ACT0042820,CUST02357,2025-06-01,20,735,34,14,7,5
ACT0042821,CUST02357,2025-07-01,15,577,36,4,1,3
ACT0042822,CUST02357,2025-08-01,19,584,63,8,6,3
ACT0042823,CUST02357,2025-09-01,17,484,19,8,7,2
ACT0042824,CUST02357,2025-10-01,18,417,43,9,3,3
ACT0042825,CUST02357,2025-11-01,15,590,45,11,1,6
ACT0042826,CUST02357,2025-12-01,23,751,43,5,3,2
ACT0042827,CUST02357,2026-01-01,25,535,37,4,5,5
ACT0042828,CUST02357,2026-02-01,14,391,14,5,5,4
ACT0042829,CUST02357,2026-03-01,17,511,51,15,2,7
ACT0042830,CUST02357,2026-04-01,8,503,39,6,4,6
ACT0042831,CUST02357,2026-05-01,16,467,21,10,4,6
ACT0042832,CUST02357,2026-06-01,15,515,9,8,7,4
ACT0042833,CUST02357,2026-07-01,23,343,40,8,4,5
ACT0042834,CUST02357,2026-08-01,14,303,24,8,1,4
ACT0042835,CUST02357,2026-09-01,23,630,22,5,5,4
ACT0042836,CUST02358,2024-08-01,20,633,34,6,2,2
ACT0042837,CUST02358,2024-09-01,21,711,29,14,4,5
ACT0042838,CUST02358,2024-10-01,20,739,2,7,2,6
ACT0042839,CUST02358,2024-11-01,33,553,31,7,4,3
ACT0042840,CUST02358,2024-12-01,17,742,53,4,4,2
ACT0042841,CUST02358,2025-01-01,18,661,23,11,2,4
ACT0042842,CUST02358,2025-02-01,30,674,64,2,4,5
ACT0042843,CUST02358,2025-03-01,34,516,53,9,3,4
ACT0042844,CUST02358,2025-04-01,24,516,37,4,4,4
ACT0042845,CUST02358,2025-05-01,23,504,35,13,3,5
ACT0042846,CUST02358,2025-06-01,31,671,29,10,1,3
ACT0042847,CUST02358,2025-07-01,26,544,49,4,3,3
ACT0042848,CUST02358,2025-08-01,28,606,40,6,6,6
ACT0042849,CUST02359,2025-09-01,13,276,45,10,1,4
ACT0042850,CUST02359,2025-10-01,11,529,11,9,1,3
ACT0042851,CUST02359,2025-11-01,14,241,36,9,8,4
ACT0042852,CUST02359,2025-12-01,12,202,29,6,1,4
ACT0042853,CUST02359,2026-01-01,14,176,17,5,2,4
ACT0042854,CUST02359,2026-02-01,11,414,18,3,2,5
ACT0042855,CUST02359,2026-03-01,10,251,23,3,3,2
ACT0042856,CUST02359,2026-04-01,9,150,15,3,2,5
ACT0042857,CUST02359,2026-05-01,7,148,11,1,4,4
ACT0042858,CUST02359,2026-06-01,9,208,10,1,5,4
ACT0042859,CUST02359,2026-07-01,4,46,3,1,2,5
ACT0042860,CUST02359,2026-08-01,0,102,5,0,2,4
ACT0042861,CUST02359,2026-09-01,2,71,8,0,4,3
ACT0042862,CUST02360,2024-03-01,17,564,34,10,5,7
ACT0042863,CUST02360,2024-04-01,16,611,22,6,1,5
ACT0042864,CUST02360,2024-05-01,14,342,33,5,7,2
ACT0042865,CUST02360,2024-06-01,19,654,22,7,2,5
ACT0042866,CUST02360,2024-07-01,12,119,22,2,2,7
ACT0042867,CUST02360,2024-08-01,13,249,24,1,3,3
ACT0042868,CUST02360,2024-09-01,11,208,12,2,5,5
ACT0042869,CUST02360,2024-10-01,10,267,20,1,5,5
ACT0042870,CUST02360,2024-11-01,8,186,11,2,5,4
ACT0042871,CUST02360,2024-12-01,6,184,12,3,1,2
ACT0042872,CUST02360,2025-01-01,1,81,7,1,2,7
ACT0042873,CUST02360,2025-02-01,2,57,4,0,2,4
ACT0042874,CUST02360,2025-03-01,1,120,5,0,3,4
ACT0042875,CUST02360,2025-04-01,1,60,5,0,4,5
ACT0042876,CUST02360,2025-05-01,3,107,6,0,1,7
ACT0042877,CUST02360,2025-06-01,1,67,4,1,4,4
ACT0042878,CUST02360,2025-07-01,2,62,6,1,3,5
ACT0042879,CUST02360,2025-08-01,4,55,4,1,3,1
ACT0042880,CUST02361,2026-05-01,25,467,35,15,4,5
ACT0042881,CUST02361,2026-06-01,21,639,38,6,1,5
ACT0042882,CUST02361,2026-07-01,26,244,21,10,1,5
ACT0042883,CUST02361,2026-08-01,9,308,30,5,2,5
ACT0042884,CUST02362,2024-05-01,12,821,43,7,3,4
ACT0042885,CUST02362,2024-06-01,20,660,28,8,2,4
ACT0042886,CUST02362,2024-07-01,26,555,60,11,1,4
ACT0042887,CUST02362,2024-08-01,20,482,20,5,4,5
ACT0042888,CUST02362,2024-09-01,14,415,18,17,1,5
ACT0042889,CUST02362,2024-10-01,18,376,22,10,9,5
ACT0042890,CUST02362,2024-11-01,30,445,37,7,10,3
ACT0042891,CUST02362,2024-12-01,16,665,20,10,1,6
ACT0042892,CUST02362,2025-01-01,28,517,24,6,6,5
ACT0042893,CUST02362,2025-02-01,20,442,45,10,3,4
ACT0042894,CUST02362,2025-03-01,14,488,34,9,5,2
ACT0042895,CUST02362,2025-04-01,24,468,56,10,4,3
ACT0042896,CUST02362,2025-05-01,19,482,25,9,5,6
ACT0042897,CUST02362,2025-06-01,23,837,40,5,2,7
ACT0042898,CUST02362,2025-07-01,27,330,10,4,1,4
ACT0042899,CUST02362,2025-08-01,17,326,44,10,4,5
ACT0042900,CUST02362,2025-09-01,29,534,60,6,4,5
ACT0042901,CUST02362,2025-10-01,20,497,32,7,4,5
ACT0042902,CUST02362,2025-11-01,24,367,34,4,1,3
ACT0042903,CUST02362,2025-12-01,17,278,35,7,3,4
ACT0042904,CUST02362,2026-01-01,17,480,70,10,2,5
ACT0042905,CUST02362,2026-02-01,20,785,41,5,2,5
ACT0042906,CUST02362,2026-03-01,20,549,35,12,4,3
ACT0042907,CUST02362,2026-04-01,16,518,48,14,7,4
ACT0042908,CUST02362,2026-05-01,24,632,52,4,4,6
ACT0042909,CUST02362,2026-06-01,21,763,65,5,6,5
ACT0042910,CUST02362,2026-07-01,17,370,27,10,5,4
ACT0042911,CUST02362,2026-08-01,25,571,37,9,2,4
ACT0042912,CUST02362,2026-09-01,19,382,47,15,7,5
ACT0042913,CUST02363,2025-04-01,17,572,19,15,2,4
ACT0042914,CUST02363,2025-05-01,19,485,45,6,1,4
ACT0042915,CUST02363,2025-06-01,9,412,59,6,1,4
ACT0042916,CUST02363,2025-07-01,24,394,8,7,5,3
ACT0042917,CUST02363,2025-08-01,17,247,44,5,1,6
ACT0042918,CUST02363,2025-09-01,18,514,48,7,3,3
ACT0042919,CUST02363,2025-10-01,25,382,22,9,5,6
ACT0042920,CUST02363,2025-11-01,19,238,0,7,1,8
ACT0042921,CUST02363,2025-12-01,8,432,45,4,4,6
ACT0042922,CUST02363,2026-01-01,32,131,55,1,3,5
ACT0042923,CUST02363,2026-02-01,30,602,31,10,5,5
ACT0042924,CUST02363,2026-03-01,27,378,44,14,2,4
ACT0042925,CUST02363,2026-04-01,21,571,51,12,4,4
ACT0042926,CUST02363,2026-05-01,21,590,21,3,1,5
ACT0042927,CUST02363,2026-06-01,4,574,37,5,3,5
ACT0042928,CUST02363,2026-07-01,24,374,48,3,3,3
ACT0042929,CUST02363,2026-08-01,23,329,72,5,4,4
ACT0042930,CUST02363,2026-09-01,21,614,40,5,4,3
ACT0042931,CUST02364,2026-06-01,16,563,34,7,3,5
ACT0042932,CUST02364,2026-07-01,16,463,44,8,3,5
ACT0042933,CUST02364,2026-08-01,36,710,38,6,5,2
ACT0042934,CUST02364,2026-09-01,1,569,28,4,3,7
ACT0042935,CUST02365,2024-06-01,13,613,39,7,4,3
ACT0042936,CUST02365,2024-07-01,10,571,52,8,2,6
ACT0042937,CUST02365,2024-08-01,14,564,38,12,2,3
ACT0042938,CUST02365,2024-09-01,14,543,39,3,4,6
ACT0042939,CUST02365,2024-10-01,19,684,33,8,5,7
ACT0042940,CUST02365,2024-11-01,18,472,25,6,2,5
ACT0042941,CUST02365,2024-12-01,5,365,25,11,3,2
ACT0042942,CUST02365,2025-01-01,15,549,51,9,4,7
ACT0042943,CUST02365,2025-02-01,6,345,21,6,4,5
ACT0042944,CUST02365,2025-03-01,13,533,34,7,3,5
ACT0042945,CUST02365,2025-04-01,22,480,23,10,1,6
ACT0042946,CUST02365,2025-05-01,13,317,44,7,3,2
ACT0042947,CUST02365,2025-06-01,10,414,26,2,6,2
ACT0042948,CUST02365,2025-07-01,12,316,37,5,4,5
ACT0042949,CUST02365,2025-08-01,12,230,44,10,1,7
ACT0042950,CUST02365,2025-09-01,13,348,35,9,5,6
ACT0042951,CUST02365,2025-10-01,11,309,33,12,5,6
ACT0042952,CUST02365,2025-11-01,17,273,29,5,2,3
ACT0042953,CUST02365,2025-12-01,12,341,13,6,5,3
ACT0042954,CUST02365,2026-01-01,10,224,46,3,3,5
ACT0042955,CUST02365,2026-02-01,13,288,39,12,4,8
ACT0042956,CUST02365,2026-03-01,9,335,45,7,3,5
ACT0042957,CUST02365,2026-04-01,12,295,40,6,4,4
ACT0042958,CUST02365,2026-05-01,8,272,35,7,2,5
ACT0042959,CUST02365,2026-06-01,13,163,45,10,8,4
ACT0042960,CUST02365,2026-07-01,9,214,27,11,4,4
ACT0042961,CUST02365,2026-08-01,11,130,23,10,2,4
ACT0042962,CUST02365,2026-09-01,9,190,47,7,5,5
ACT0042963,CUST02366,2024-01-01,20,521,51,5,7,4
ACT0042964,CUST02366,2024-02-01,25,743,25,10,6,4
ACT0042965,CUST02366,2024-03-01,23,480,27,9,3,7
ACT0042966,CUST02366,2024-04-01,22,466,33,6,5,4
ACT0042967,CUST02366,2024-05-01,23,430,21,10,4,2
ACT0042968,CUST02366,2024-06-01,21,637,37,8,8,3
ACT0042969,CUST02366,2024-07-01,21,673,48,9,4,3
ACT0042970,CUST02366,2024-08-01,18,661,72,6,3,5
ACT0042971,CUST02366,2024-09-01,15,430,35,9,5,7
ACT0042972,CUST02366,2024-10-01,19,548,20,8,4,3
ACT0042973,CUST02366,2024-11-01,16,516,36,11,8,4
ACT0042974,CUST02366,2024-12-01,28,317,61,5,1,2
ACT0042975,CUST02366,2025-01-01,25,463,30,8,2,2
ACT0042976,CUST02366,2025-02-01,25,316,30,7,2,4
ACT0042977,CUST02366,2025-03-01,30,367,44,5,2,3
ACT0042978,CUST02366,2025-04-01,18,836,51,11,2,6
ACT0042979,CUST02366,2025-05-01,16,333,34,9,7,4
ACT0042980,CUST02366,2025-06-01,31,520,39,9,6,5
ACT0042981,CUST02366,2025-07-01,21,469,25,6,3,5
ACT0042982,CUST02366,2025-08-01,29,377,31,7,1,3
ACT0042983,CUST02366,2025-09-01,35,494,63,6,6,4
ACT0042984,CUST02366,2025-10-01,28,574,28,5,6,5
ACT0042985,CUST02366,2025-11-01,32,585,39,9,3,4
ACT0042986,CUST02366,2025-12-01,35,678,39,9,4,5
ACT0042987,CUST02366,2026-01-01,6,652,20,9,8,5
ACT0042988,CUST02366,2026-02-01,25,732,23,7,5,5
ACT0042989,CUST02366,2026-03-01,20,416,27,7,2,6
ACT0042990,CUST02366,2026-04-01,16,403,18,6,8,5
ACT0042991,CUST02366,2026-05-01,20,585,32,7,5,3
ACT0042992,CUST02366,2026-06-01,12,558,43,5,3,4
ACT0042993,CUST02366,2026-07-01,18,521,28,4,2,2
ACT0042994,CUST02366,2026-08-01,17,743,33,8,4,4
ACT0042995,CUST02366,2026-09-01,32,502,51,5,2,4
ACT0042996,CUST02367,2024-11-01,7,416,54,10,5,3
ACT0042997,CUST02367,2024-12-01,26,378,37,7,4,3
ACT0042998,CUST02367,2025-01-01,11,362,25,9,2,2
ACT0042999,CUST02367,2025-02-01,12,384,39,4,3,5
ACT0043000,CUST02367,2025-03-01,23,565,47,10,1,4
ACT0043001,CUST02367,2025-04-01,19,601,23,9,1,3
ACT0043002,CUST02367,2025-05-01,13,430,36,6,5,2
ACT0043003,CUST02367,2025-06-01,12,417,38,9,1,3
ACT0043004,CUST02367,2025-07-01,19,273,24,9,3,5
ACT0043005,CUST02367,2025-08-01,11,277,28,2,5,3
ACT0043006,CUST02367,2025-09-01,18,424,44,1,2,7
ACT0043007,CUST02368,2025-10-01,18,589,42,9,4,6
ACT0043008,CUST02368,2025-11-01,15,516,28,10,6,4
ACT0043009,CUST02368,2025-12-01,17,371,16,5,2,3
ACT0043010,CUST02368,2026-01-01,13,534,22,1,5,5
ACT0043011,CUST02368,2026-02-01,22,206,26,4,5,4
ACT0043012,CUST02368,2026-03-01,13,234,26,4,4,4
ACT0043013,CUST02368,2026-04-01,12,160,9,5,5,5
ACT0043014,CUST02368,2026-05-01,12,163,13,3,3,5
ACT0043015,CUST02368,2026-06-01,12,239,14,2,4,4
ACT0043016,CUST02368,2026-07-01,8,112,13,2,7,4
ACT0043017,CUST02368,2026-08-01,5,145,6,1,1,6
ACT0043018,CUST02368,2026-09-01,2,71,3,1,5,2
ACT0043019,CUST02369,2024-06-01,16,398,14,11,5,4
ACT0043020,CUST02369,2024-07-01,18,398,38,8,6,4
ACT0043021,CUST02369,2024-08-01,21,249,42,16,4,3
ACT0043022,CUST02369,2024-09-01,18,353,43,11,5,3
ACT0043023,CUST02369,2024-10-01,13,359,53,10,1,3
ACT0043024,CUST02369,2024-11-01,24,431,34,7,2,3
ACT0043025,CUST02369,2024-12-01,17,230,37,11,1,3
ACT0043026,CUST02369,2025-01-01,20,462,31,2,4,4
ACT0043027,CUST02369,2025-02-01,13,332,41,6,1,2
ACT0043028,CUST02369,2025-03-01,5,356,61,10,6,3
ACT0043029,CUST02369,2025-04-01,16,332,28,7,3,4
ACT0043030,CUST02369,2025-05-01,12,434,39,11,6,3
ACT0043031,CUST02369,2025-06-01,12,214,35,4,4,4
ACT0043032,CUST02369,2025-07-01,18,187,33,8,5,5
ACT0043033,CUST02369,2025-08-01,6,250,52,4,2,6
ACT0043034,CUST02369,2025-09-01,6,279,32,11,4,4
ACT0043035,CUST02369,2025-10-01,13,346,5,6,4,7
ACT0043036,CUST02369,2025-11-01,18,255,32,8,5,3
ACT0043037,CUST02369,2025-12-01,16,258,44,5,3,2
ACT0043038,CUST02369,2026-01-01,10,287,36,6,6,5
ACT0043039,CUST02369,2026-02-01,14,337,42,15,2,2
ACT0043040,CUST02369,2026-03-01,14,295,45,7,6,2
ACT0043041,CUST02369,2026-04-01,10,388,34,5,3,2
ACT0043042,CUST02369,2026-05-01,13,168,28,7,7,7
ACT0043043,CUST02369,2026-06-01,20,304,40,6,2,5
ACT0043044,CUST02369,2026-07-01,11,231,27,8,1,3
ACT0043045,CUST02369,2026-08-01,11,206,28,3,1,4
ACT0043046,CUST02369,2026-09-01,14,432,33,17,7,4
ACT0043047,CUST02370,2023-11-01,11,532,37,11,6,4
ACT0043048,CUST02370,2023-12-01,15,551,40,8,5,4
ACT0043049,CUST02370,2024-01-01,31,405,41,4,5,4
ACT0043050,CUST02370,2024-02-01,20,270,40,10,4,5
ACT0043051,CUST02370,2024-03-01,16,432,33,10,4,3
ACT0043052,CUST02370,2024-04-01,14,723,22,8,3,4
ACT0043053,CUST02370,2024-05-01,13,441,20,10,1,5
ACT0043054,CUST02370,2024-06-01,18,270,26,11,3,7
ACT0043055,CUST02370,2024-07-01,19,352,33,7,3,6
ACT0043056,CUST02370,2024-08-01,15,509,36,12,9,3
ACT0043057,CUST02370,2024-09-01,12,398,16,6,4,3
ACT0043058,CUST02370,2024-10-01,13,385,32,8,3,6
ACT0043059,CUST02370,2024-11-01,14,355,46,1,4,4
ACT0043060,CUST02370,2024-12-01,15,442,48,3,3,5
ACT0043061,CUST02370,2025-01-01,5,315,27,10,3,2
ACT0043062,CUST02370,2025-02-01,13,246,26,6,6,6
ACT0043063,CUST02370,2025-03-01,12,288,33,0,4,5
ACT0043064,CUST02370,2025-04-01,15,255,41,10,2,5
ACT0043065,CUST02370,2025-05-01,13,378,17,15,7,4
ACT0043066,CUST02370,2025-06-01,15,516,48,6,1,4
ACT0043067,CUST02370,2025-07-01,14,279,26,2,3,4
ACT0043068,CUST02370,2025-08-01,8,281,31,8,6,3
ACT0043069,CUST02370,2025-09-01,13,341,33,7,3,4
ACT0043070,CUST02370,2025-10-01,7,441,23,8,4,6
ACT0043071,CUST02370,2025-11-01,10,220,24,1,2,5
ACT0043072,CUST02370,2025-12-01,10,343,27,4,5,7
ACT0043073,CUST02370,2026-01-01,8,264,18,11,5,7
ACT0043074,CUST02370,2026-02-01,13,244,37,4,5,6
ACT0043075,CUST02370,2026-03-01,17,385,48,5,4,2
ACT0043076,CUST02370,2026-04-01,7,360,14,10,1,5
ACT0043077,CUST02370,2026-05-01,11,339,34,8,1,5
ACT0043078,CUST02370,2026-06-01,12,320,42,8,3,6
ACT0043079,CUST02370,2026-07-01,11,315,46,11,4,4
ACT0043080,CUST02370,2026-08-01,19,265,24,6,5,6
ACT0043081,CUST02370,2026-09-01,7,291,40,4,5,6
ACT0043082,CUST02371,2024-02-01,27,509,44,10,7,6
ACT0043083,CUST02371,2024-03-01,14,370,28,3,2,9
ACT0043084,CUST02371,2024-04-01,18,124,35,7,5,6
ACT0043085,CUST02371,2024-05-01,26,218,41,7,1,3
ACT0043086,CUST02371,2024-06-01,20,678,48,10,4,6
ACT0043087,CUST02371,2024-07-01,19,759,57,11,1,3
ACT0043088,CUST02371,2024-08-01,25,398,40,5,4,3
ACT0043089,CUST02371,2024-09-01,20,521,35,4,4,4
ACT0043090,CUST02371,2024-10-01,23,388,46,8,4,5
ACT0043091,CUST02371,2024-11-01,21,534,42,10,4,3
ACT0043092,CUST02371,2024-12-01,22,635,13,0,1,5
ACT0043093,CUST02371,2025-01-01,25,556,29,13,3,3
ACT0043094,CUST02371,2025-02-01,20,548,50,6,2,5
ACT0043095,CUST02371,2025-03-01,29,543,54,8,1,5
ACT0043096,CUST02371,2025-04-01,26,603,41,5,1,4
ACT0043097,CUST02371,2025-05-01,33,500,37,6,5,5
ACT0043098,CUST02371,2025-06-01,25,550,44,10,6,5
ACT0043099,CUST02371,2025-07-01,9,562,77,11,3,6
ACT0043100,CUST02371,2025-08-01,25,522,60,9,4,6
ACT0043101,CUST02371,2025-09-01,12,158,60,12,6,2
ACT0043102,CUST02371,2025-10-01,29,560,31,11,3,8
ACT0043103,CUST02371,2025-11-01,28,438,24,4,3,6
ACT0043104,CUST02371,2025-12-01,16,281,36,7,6,3
ACT0043105,CUST02371,2026-01-01,34,440,41,6,3,4
ACT0043106,CUST02371,2026-02-01,28,515,40,13,1,4
ACT0043107,CUST02371,2026-03-01,24,368,28,9,5,4
ACT0043108,CUST02371,2026-04-01,13,668,9,11,3,7
ACT0043109,CUST02371,2026-05-01,26,623,41,6,8,5
ACT0043110,CUST02371,2026-06-01,21,395,51,6,4,5
ACT0043111,CUST02371,2026-07-01,20,254,20,9,3,5
ACT0043112,CUST02371,2026-08-01,23,767,12,8,3,4
ACT0043113,CUST02371,2026-09-01,27,620,21,9,2,8
ACT0043114,CUST02372,2024-03-01,11,553,36,4,6,2
ACT0043115,CUST02372,2024-04-01,17,793,35,10,4,7
ACT0043116,CUST02372,2024-05-01,10,690,41,6,1,1
ACT0043117,CUST02372,2024-06-01,27,486,21,7,2,7
ACT0043118,CUST02372,2024-07-01,20,331,22,3,4,6
ACT0043119,CUST02372,2024-08-01,21,274,50,10,5,6
ACT0043120,CUST02372,2024-09-01,27,113,27,9,5,5
ACT0043121,CUST02372,2024-10-01,21,556,40,8,5,1
ACT0043122,CUST02372,2024-11-01,20,449,30,9,2,6
ACT0043123,CUST02372,2024-12-01,19,399,43,9,4,3
ACT0043124,CUST02372,2025-01-01,23,605,39,6,1,4
ACT0043125,CUST02372,2025-02-01,23,382,27,8,1,3
ACT0043126,CUST02372,2025-03-01,30,372,17,4,6,5
ACT0043127,CUST02372,2025-04-01,12,234,61,10,5,6
ACT0043128,CUST02372,2025-05-01,29,618,34,15,6,6
ACT0043129,CUST02372,2025-06-01,24,438,48,11,3,3
ACT0043130,CUST02372,2025-07-01,13,552,47,2,5,4
ACT0043131,CUST02372,2025-08-01,23,526,39,10,3,2
ACT0043132,CUST02372,2025-09-01,16,745,19,8,1,5
ACT0043133,CUST02372,2025-10-01,32,422,54,10,2,6
ACT0043134,CUST02372,2025-11-01,23,636,36,8,4,3
ACT0043135,CUST02372,2025-12-01,28,785,46,12,3,1
ACT0043136,CUST02372,2026-01-01,17,611,46,6,5,4
ACT0043137,CUST02372,2026-02-01,10,364,47,12,1,6
ACT0043138,CUST02372,2026-03-01,11,627,27,10,1,5
ACT0043139,CUST02372,2026-04-01,17,614,37,7,2,3
ACT0043140,CUST02372,2026-05-01,32,503,52,6,3,4
ACT0043141,CUST02372,2026-06-01,26,214,52,10,4,7
ACT0043142,CUST02372,2026-07-01,28,559,52,6,1,6
ACT0043143,CUST02372,2026-08-01,27,589,25,9,2,6
ACT0043144,CUST02372,2026-09-01,17,527,56,5,5,3
ACT0043145,CUST02373,2024-04-01,16,712,38,3,1,4
ACT0043146,CUST02373,2024-05-01,7,290,37,6,6,5
ACT0043147,CUST02373,2024-06-01,20,625,27,9,1,6
ACT0043148,CUST02373,2024-07-01,17,631,50,7,3,3
ACT0043149,CUST02373,2024-08-01,22,264,32,2,5,4
ACT0043150,CUST02373,2024-09-01,20,611,31,4,7,4
ACT0043151,CUST02373,2024-10-01,21,367,35,9,3,4
ACT0043152,CUST02373,2024-11-01,27,577,44,8,5,3
ACT0043153,CUST02373,2024-12-01,29,596,9,11,3,5
ACT0043154,CUST02373,2025-01-01,20,620,24,9,3,7
ACT0043155,CUST02373,2025-02-01,16,518,2,7,8,5
ACT0043156,CUST02373,2025-03-01,25,375,16,14,1,8
ACT0043157,CUST02373,2025-04-01,22,598,32,8,8,4
ACT0043158,CUST02373,2025-05-01,21,394,21,3,6,6
ACT0043159,CUST02373,2025-06-01,31,561,31,13,2,3
ACT0043160,CUST02373,2025-07-01,16,405,32,8,7,5
ACT0043161,CUST02373,2025-08-01,19,466,25,8,2,5
ACT0043162,CUST02373,2025-09-01,26,591,29,8,3,6
ACT0043163,CUST02373,2025-10-01,21,451,32,4,4,2
ACT0043164,CUST02373,2025-11-01,22,651,32,6,8,5
